state,district,enrol_total_vol,enrol_stability,bio_total_vol,bio_stability,demo_total_vol,enrol_child_sum,bio_child_sum,health_index,cluster,risk_category
Odisha,Cuttack,1097.0,4.71855343180814,141068.0,7.209259798162238,50671.0,1082.0,66530.0,14.687865049152618,2,Moderate
NCT Of Delhi,North East,410.0,8.670438911423716,46620.0,7.194500728037209,11827.0,408.0,2393.0,14.692852677363751,2,Moderate
Punjab,Jalandhar,804.0,4.658287121325578,141270.0,7.0465716001819025,51131.0,732.0,50422.0,14.72236247163557,2,Moderate
Jharkhand,Latehar,934.0,6.894369462719041,43463.0,6.841633354841231,38645.0,923.0,22149.0,14.747924336665358,2,Moderate
Karnataka,Kolar,345.0,4.755045939878999,64283.0,6.196892703845469,47265.0,314.0,31388.0,14.750345822567661,2,Moderate
Madhya Pradesh,Jhabua,6902.0,4.448538607212567,88726.0,7.3695212632796,41462.0,6570.0,50578.0,14.77638128273924,2,Moderate
Telangana,Warangal,490.0,5.065185917011961,91610.0,7.723950942155253,29101.0,490.0,54305.0,14.779316269372373,2,Moderate
Karnataka,Dakshina Kannada,609.0,4.8694109998077195,78051.0,7.185620250708652,56402.0,530.0,38932.0,14.831762255403314,2,Moderate
Punjab,SAS Nagar (Mohali),555.0,5.242182528392388,57841.0,6.636958986670848,58072.0,493.0,30755.0,14.864542566160596,2,Moderate
Madhya Pradesh,Panna,2532.0,5.837029567969415,98039.0,6.963250235454996,42825.0,2404.0,53832.0,14.881768384929787,2,Moderate
Tamil Nadu,Perambalur,232.0,6.1099789612951,57037.0,7.4033667532257255,15661.0,232.0,25143.0,14.888660016741822,2,Moderate
Odisha,Sonapur,222.0,7.37998187499364,26325.0,7.754988234317291,13267.0,221.0,15297.0,14.888660369828857,2,Moderate
Odisha,Koraput,1236.0,5.925308016931813,105211.0,7.080269894861722,42260.0,1190.0,47391.0,14.890518113707271,2,Moderate
Karnataka,Koppal,699.0,6.173707465106802,59812.0,7.828294859759383,43399.0,650.0,31753.0,14.908644037702237,2,Moderate
Gujarat,Sabarkantha,1512.0,6.056098902319973,90387.0,7.266114415433056,43877.0,1173.0,37100.0,14.918459317561894,2,Moderate
Jammu And Kashmir,Ramban,603.0,8.283477509429357,29877.0,8.2281603583933,7754.0,597.0,21848.0,14.944258190844284,2,Moderate
Madhya Pradesh,Shajapur,1088.0,5.9051741217605604,126641.0,6.7570293605010505,31225.0,1070.0,62880.0,14.952454463971593,2,Moderate
Uttar Pradesh,Lalitpur,1377.0,6.036284021240089,75520.0,6.62077046671723,46802.0,1305.0,45154.0,14.965413147854772,2,Moderate
Rajasthan,Rajsamand,1434.0,6.3538713380123255,61962.0,7.3545736734611635,47170.0,1405.0,33770.0,14.980878625735711,2,Moderate
Bihar,Arwal,3054.0,7.236016209931377,30704.0,5.740069098159304,27770.0,3020.0,12094.0,14.996874718964282,2,Moderate
Tamil Nadu,Namakkal   *,1.0,10.0,0.0,0.0,0.0,1.0,0.0,15.00061768032816,2,Moderate
Haryana,Jhajjar *,1.0,10.0,0.0,0.0,0.0,1.0,0.0,15.00061768032816,2,Moderate
Karnataka,Ramanagara,36.0,10.0,0.0,0.0,0.0,24.0,0.0,15.022236491813892,2,Moderate
Andhra Pradesh,Visakhapatanam,40.0,10.0,0.0,0.0,0.0,28.0,0.0,15.024707213126543,2,Moderate
Jharkhand,Dumka,3082.0,5.376845254944281,76212.0,6.232116905968853,59658.0,2996.0,36526.0,15.046833027760375,2,Moderate
NCT Of Delhi,Central Delhi,1186.0,6.473511215814605,54060.0,6.471305924746782,49047.0,993.0,23688.0,15.048106501596315,2,Moderate
Tamil Nadu,Kanyakumari,109.0,3.0679520911078044,29748.0,7.780199672317667,20696.0,92.0,21726.0,15.052016195007997,1,Critical Risk
Madhya Pradesh,Sehore,1363.0,6.477645810277528,118002.0,7.125443177210971,27869.0,1308.0,54978.0,15.059617532756869,2,Moderate
Telangana,Ranga Reddy,103.0,10.0,0.0,0.0,0.0,93.0,0.0,15.063621073800853,2,Moderate
Jammu And Kashmir,Shopian,104.0,10.0,0.0,0.0,0.0,84.0,0.0,15.064238754129017,2,Moderate
Daman And Diu,Daman,11.0,4.5554230764779655,4033.0,7.668730482008395,1104.0,11.0,2411.0,15.068318999261093,1,Critical Risk
Odisha,Nabarangpur,115.0,10.0,0.0,0.0,0.0,103.0,0.0,15.07103323773882,2,Moderate
West Bengal,24 Paraganas South,126.0,10.0,0.0,0.0,0.0,104.0,0.0,15.07782772134862,2,Moderate
Meghalaya,Kamrup,130.0,10.0,0.0,0.0,0.0,71.0,0.0,15.080298442661272,2,Moderate
Punjab,Moga,200.0,4.966492097685811,61344.0,7.339884330264209,24046.0,159.0,23084.0,15.106251204409507,2,Moderate
Maharashtra,Ahmednagar,186.0,10.0,0.0,0.0,0.0,158.0,0.0,15.114888541038438,2,Moderate
Tamil Nadu,Ramanathapuram,687.0,5.7565201860734545,100419.0,7.444226744109362,38291.0,644.0,45471.0,15.13319208069678,2,Moderate
Madhya Pradesh,Sheopur,3465.0,6.371702535010134,56268.0,7.726388037413322,38806.0,3326.0,32840.0,15.136458052126065,2,Moderate
Haryana,Nuh,255.0,10.0,0.0,0.0,0.0,213.0,0.0,15.157508483681728,2,Moderate
Karnataka,Kalaburagi,686.0,5.77636470115128,70137.0,7.446892552314551,40220.0,602.0,45175.0,15.164865558955054,2,Moderate
Puducherry,Karaikal,42.0,5.175352854657458,13513.0,8.016673441696966,5418.0,30.0,5587.0,15.169318455716258,2,Moderate
West Bengal,Dinajpur Dakshin,290.0,10.0,0.0,0.0,0.0,256.0,0.0,15.179127295167458,2,Moderate
Telangana,Medchal Malkajgiri,295.0,10.0,0.0,0.0,0.0,265.0,0.0,15.182215696808274,2,Moderate
Uttar Pradesh,Etah,4504.0,4.653908664645495,87429.0,6.4767961932011815,61891.0,4345.0,63551.0,15.18362126619046,2,Moderate
West Bengal,Koch Bihar,1121.0,6.418974168173253,13201.0,7.324442816309178,71087.0,1111.0,2719.0,15.186338765366925,2,Moderate
West Bengal,Medinipur West,320.0,10.0,0.0,0.0,0.0,300.0,0.0,15.197657705012366,2,Moderate
Chhattisgarh,Gaurella Pendra Marwahi,360.0,10.0,0.0,0.0,0.0,290.0,0.0,15.222364918138911,2,Moderate
Karnataka,Bengaluru Urban,10963.0,5.655157678744853,0.0,0.0,0.0,7167.0,0.0,15.25436595577531,2,Moderate
Assam,Barpeta,3838.0,4.912152769738343,95421.0,6.2698820746529105,59142.0,3306.0,66392.0,15.257869989526737,2,Moderate
Puducherry,Puducherry,117.0,4.385032585642249,28654.0,8.098254568110173,19774.0,85.0,16187.0,15.268658736716779,1,Critical Risk
Karnataka,Chitradurga,371.0,5.328693470084405,61227.0,7.55248395375096,47341.0,326.0,29756.0,15.281102719803574,2,Moderate
Himachal Pradesh,Solan,71.0,3.3914970098312187,33569.0,7.268523039017655,8983.0,65.0,16252.0,15.298139778628187,1,Critical Risk
Tamil Nadu,Theni,565.0,6.024658625726224,86722.0,7.571409525762268,38776.0,563.0,38916.0,15.306568539349383,2,Moderate
Jammu And Kashmir,Anantnag,375.0,6.241834862877657,47562.0,7.589289276957274,35555.0,340.0,26943.0,15.306908942394044,2,Moderate
Karnataka,Tumakuru,208.0,4.5256548781248584,43561.0,7.4228055076840675,28425.0,161.0,26620.0,15.313922009839207,2,Moderate
West Bengal,Dakshin Dinajpur,1168.0,5.294145731274906,44659.0,7.386043920790006,84278.0,1069.0,21351.0,15.339009479323785,2,Moderate
Odisha,Malkangiri,497.0,7.445619858263587,48236.0,7.422512756685368,21072.0,493.0,27353.0,15.367065253517842,2,Moderate
Jharkhand,East Singhbum,599.0,10.0,0.0,0.0,0.0,546.0,0.0,15.369990516570024,2,Moderate
Kerala,Kollam,1255.0,5.441389490306568,127311.0,7.30861430919437,53100.0,1042.0,50033.0,15.39884582726027,2,Moderate
Madhya Pradesh,Narsinghpur,1314.0,7.415400929078933,63117.0,7.160544420307449,26197.0,1222.0,38006.0,15.400028546897076,2,Moderate
Manipur,Imphal East,573.0,5.6052339054384825,59274.0,7.047160162909023,56020.0,564.0,36938.0,15.414821363523973,2,Moderate
Rajasthan,Dausa,1856.0,5.900335650715863,106330.0,7.520366554297167,50267.0,1807.0,56018.0,15.443534886165766,2,Moderate
Tamil Nadu,Namakkal,615.0,5.385778010096368,120991.0,7.591318946685566,45816.0,606.0,47020.0,15.478984842917342,2,Moderate
Karnataka,Davangere,397.0,5.32191652083091,89432.0,7.238483102004073,33773.0,352.0,39870.0,15.482216212753757,2,Moderate
Haryana,Panchkula,97.0,3.63343731278323,37369.0,6.918336950612208,34418.0,92.0,18303.0,15.484724698854402,1,Critical Risk
Uttar Pradesh,Kushi Nagar,791.0,10.0,0.0,0.0,0.0,777.0,0.0,15.48858513957744,2,Moderate
Rajasthan,Chittorgarh,2288.0,5.898765785285794,62598.0,7.2762601662186706,61824.0,2160.0,35481.0,15.508362418073245,2,Moderate
Jharkhand,Bokaro,2295.0,5.127568297463105,108429.0,7.1235834651032635,70673.0,2278.0,45931.0,15.50872226670591,2,Moderate
Telangana,Adilabad,470.0,5.270193629030261,80283.0,7.868780840590973,46010.0,467.0,44923.0,15.53078421546753,2,Moderate
Uttar Pradesh,Sant Ravidas Nagar,2551.0,6.303160186547977,68073.0,6.327944928030028,49163.0,2547.0,44701.0,15.543013331318479,2,Moderate
Bihar,Purbi Champaran,10871.0,5.89290239362773,0.0,0.0,0.0,10071.0,0.0,15.55415643790857,2,Moderate
Karnataka,Yadgir,1411.0,7.3464592214015685,60902.0,7.490083976685823,33334.0,1300.0,32589.0,15.578812239564938,2,Moderate
Kerala,Kasaragod,860.0,7.2349176281685565,71756.0,7.28388314268174,28358.0,798.0,36306.0,15.605479089334478,2,Moderate
Madhya Pradesh,Khargone,5169.0,4.99176148459386,169201.0,6.88083787473055,40980.0,4663.0,81463.0,15.616201481809219,2,Moderate
Punjab,Faridkot,109.0,5.7426040786165125,39412.0,7.53935296397517,14722.0,99.0,15023.0,15.639045757401787,2,Moderate
Odisha,Bhadrak,1190.0,6.35200267492658,97680.0,7.549157881753631,42650.0,1176.0,53061.0,15.652191508877142,2,Moderate
Madhya Pradesh,Datia,1848.0,7.414346834263251,47034.0,7.022564393312985,36445.0,1805.0,27648.0,15.661055193815626,2,Moderate
Madhya Pradesh,Sidhi,686.0,4.1908376689021445,121207.0,6.61243491824239,54093.0,671.0,77260.0,15.664596833490618,2,Moderate
Chhattisgarh,Kanker,279.0,6.999860318229394,53209.0,7.93726616119289,28840.0,277.0,19607.0,15.685789909310866,2,Moderate
Haryana,Rohtak,252.0,5.423432795792432,75970.0,7.570306991530117,26531.0,191.0,25700.0,15.731742342886374,2,Moderate
Kerala,Palakkad,1550.0,5.589939251143677,159847.0,7.307824179348506,49996.0,1381.0,61028.0,15.76850486434725,2,Moderate
Meghalaya,West Khasi Hills,13488.0,4.450443762535803,6054.0,4.579450856580424,10544.0,8178.0,3326.0,15.76916490932817,2,Moderate
Tamil Nadu,Kanniyakumari,136.0,3.321778571373399,69432.0,7.65546364487065,38678.0,135.0,27515.0,15.80508930056674,1,Critical Risk
Meghalaya,West Jaintia Hills,9434.0,6.274198000044194,6177.0,7.1657746062223815,7460.0,5636.0,4302.0,15.813393545684843,2,Moderate
Meghalaya,East Jaintia Hills,4150.0,8.649418907396829,2782.0,5.673626548084189,3394.0,2354.0,2042.0,15.818055478083137,2,Moderate
Madhya Pradesh,Dewas,2049.0,6.174936539634556,119901.0,6.792419302904598,47249.0,1958.0,56452.0,15.825937084325412,2,Moderate
Kerala,Thrissur,2157.0,5.315725617224107,145512.0,7.272034844668627,58820.0,1672.0,58766.0,15.837995024736188,2,Moderate
Tamil Nadu,Thoothukkudi,880.0,5.389003350191697,139861.0,7.322276668556956,44695.0,877.0,70728.0,15.866796864026982,2,Moderate
Telangana,Medchal-malkajgiri,1006.0,5.877137524299377,30130.0,6.811570015521002,85252.0,900.0,13800.0,15.867181432667547,2,Moderate
Madhya Pradesh,Neemuch,781.0,7.167070261014123,57011.0,7.0526966893919365,36976.0,764.0,34879.0,15.884194681855183,2,Moderate
Meghalaya,West Garo Hills,11330.0,5.037106629672862,33470.0,6.586265279485437,14970.0,6790.0,8275.0,15.89638343925792,2,Moderate
Odisha,Sundergarh,660.0,6.0705837534053515,94260.0,7.37232026499913,42676.0,641.0,47566.0,15.949141285090763,2,Moderate
Karnataka,Bangalore,1240.0,5.567823623576521,198979.0,7.407181643330842,51842.0,1236.0,51767.0,15.9510929074713,2,Moderate
Jammu And Kashmir,Jammu,861.0,6.7634335067094815,98567.0,7.6897588618071655,34923.0,825.0,45866.0,15.957154642156565,2,Moderate
Karnataka,Belagavi,742.0,5.369587808108563,79001.0,7.304607706253489,54321.0,622.0,52855.0,15.963745962299027,2,Moderate
Karnataka,Belgaum,882.0,5.59338418137554,111069.0,7.482003605810743,63022.0,880.0,44316.0,15.977739482368989,2,Moderate
Jharkhand,East Singhbhum,2208.0,5.541058899772366,136106.0,7.3582153978239635,60660.0,2109.0,59424.0,15.980245106669077,2,Moderate
Uttar Pradesh,Baghpat,3357.0,6.230209969281582,58029.0,7.36028650416143,54908.0,3203.0,37736.0,15.998030455527502,2,Moderate
Punjab,Sri Muktsar Sahib,158.0,5.093239707939148,56223.0,7.311680597089821,21691.0,150.0,25553.0,15.999979924170296,2,Moderate
Dadra And Nagar Haveli,Dadra and Nagar Haveli,75.0,6.458127932957077,27235.0,7.800469949583258,6033.0,71.0,10791.0,16.016112439550916,2,Moderate
Gujarat,Kheda,1741.0,5.921119267687277,117161.0,7.2721693315388,52619.0,1224.0,49735.0,16.0172336764752,2,Moderate
Uttar Pradesh,Hamirpur,1425.0,7.259535138909725,54687.0,6.508867610328406,42440.0,1398.0,36831.0,16.040850358835268,2,Moderate
Haryana,Ambala,155.0,3.3588335424765496,72756.0,5.954168470532273,33242.0,122.0,26591.0,16.072334468167686,1,Critical Risk
Daman & Diu,Daman,1.0,1.8065104775679266,1412.0,7.277366855489175,377.0,1.0,360.0,16.081796891495912,1,Critical Risk
Madhya Pradesh,Singrauli,881.0,5.035146378512339,108430.0,6.712978149657703,56704.0,859.0,76133.0,16.118893559806743,2,Moderate
Assam,Cachar,6040.0,5.09476592584218,66145.0,6.694277167209167,58019.0,4513.0,42167.0,16.142428337617005,2,Moderate
Uttar Pradesh,Amethi,3307.0,5.044058520562616,93271.0,7.152207665555598,76280.0,3251.0,57942.0,16.144498908039683,2,Moderate
Madhya Pradesh,Guna,2315.0,5.7931027959051375,132886.0,7.303860344140859,52953.0,2249.0,80661.0,16.174502667585262,2,Moderate
Bihar,Jehanabad,3968.0,6.790304735914129,37430.0,6.599752454310484,46361.0,3827.0,15681.0,16.176157732720753,2,Moderate
Madhya Pradesh,Vidisha,2376.0,6.115952152021681,124890.0,7.985671174242807,49297.0,2206.0,67687.0,16.189396205094056,2,Moderate
Madhya Pradesh,Raisen,1352.0,6.277022595769234,116648.0,6.811782889758013,42813.0,1230.0,67598.0,16.195128996145584,2,Moderate
Jharkhand,Hazaribagh,2079.0,6.133965963930363,74932.0,6.922709709637797,66645.0,2048.0,38357.0,16.24991140318301,2,Moderate
Odisha,Kendujhar,1057.0,6.25351716825558,102233.0,7.714199897851222,54438.0,1042.0,47423.0,16.251072575599142,2,Moderate
Gujarat,Dahod,5168.0,6.037048412134269,115675.0,7.527547773157119,35936.0,3891.0,60236.0,16.2711016261529,2,Moderate
Assam,Karimganj,5497.0,6.433531346839805,35646.0,7.82185486279998,41414.0,4903.0,24232.0,16.276210907715928,2,Moderate
Uttar Pradesh,Banda,5766.0,4.603982289424623,92491.0,6.034767766633324,69435.0,5563.0,58396.0,16.27684133335408,2,Moderate
Punjab,Barnala,87.0,4.989527899083379,35539.0,7.070692911877831,13504.0,79.0,16109.0,16.3113597534935,2,Moderate
Odisha,Balangir,1088.0,6.769267541057515,101045.0,8.120643854732274,42594.0,1032.0,48798.0,16.32359676737642,2,Moderate
Rajasthan,Bundi,1458.0,7.1651076827479665,62857.0,7.751268218141309,48701.0,1334.0,32954.0,16.345922622380822,2,Moderate
Odisha,Kalahandi,1135.0,6.789678286237527,94924.0,7.580718571713734,47395.0,1071.0,42857.0,16.36983311290132,2,Moderate
Uttar Pradesh,Jalaun,2766.0,6.228197653953098,74682.0,6.977125020527813,60673.0,2641.0,46744.0,16.38450542526606,2,Moderate
Punjab,Bathinda,316.0,5.022776191205866,96740.0,7.40969884329941,37420.0,298.0,42639.0,16.395800215956395,2,Moderate
Odisha,Dhenkanal,551.0,7.194624296488965,77647.0,7.587516390257719,29983.0,543.0,37852.0,16.413228522004964,2,Moderate
Kerala,Kannur,1952.0,6.173048097384457,119399.0,7.467814874093834,57710.0,1722.0,49177.0,16.43247502903035,2,Moderate
Chhattisgarh,Bemetara,313.0,4.746776312692573,111710.0,6.334913259243892,58693.0,302.0,34486.0,16.443514350040473,2,Moderate
Kerala,Thiruvananthapuram,1827.0,5.4544879488433144,148817.0,7.274001428549049,64938.0,1394.0,55721.0,16.452559729544276,2,Moderate
Jharkhand,Godda,2152.0,6.552483718188688,80934.0,7.418508453728454,57677.0,2135.0,44532.0,16.47215488822519,2,Moderate
Chhattisgarh,Kawardha,258.0,5.290203405095229,60791.0,7.023434684961859,67000.0,257.0,23941.0,16.504800978189643,2,Moderate
Haryana,Panipat,590.0,5.817517487618074,79773.0,7.716888976997503,69084.0,543.0,31426.0,16.51089520651494,2,Moderate
Uttar Pradesh,Auraiya,1564.0,7.049031037941649,63181.0,7.3907054037343896,51799.0,1547.0,43638.0,16.5727958027355,2,Moderate
Bihar,Lakhisarai,3491.0,7.01800677189762,49497.0,6.796671751815754,48883.0,3423.0,22610.0,16.595622240565806,2,Moderate
Andhra Pradesh,Anantapur,326.0,4.647952273454869,93565.0,7.815108881598782,68745.0,326.0,35834.0,16.630031541101392,2,Moderate
Punjab,Patiala,852.0,4.3398808756366485,119311.0,7.184172326485257,89052.0,769.0,54972.0,16.642195704602738,2,Moderate
Punjab,Amritsar,2022.0,4.178475135579655,155008.0,6.94341260633744,99075.0,1775.0,56802.0,16.655294964515917,2,Moderate
Kerala,Ernakulam,2139.0,5.5571956060781,148755.0,7.149988634967325,66207.0,1807.0,61215.0,16.65598805771668,2,Moderate
Gujarat,Kachchh,3126.0,5.4821337887728765,123961.0,7.154518959412144,66789.0,2605.0,67370.0,16.658563093599852,2,Moderate
Tamil Nadu,Pudukkottai,1706.0,6.54005172457664,130306.0,7.690208983400646,52057.0,1670.0,52246.0,16.665992087225625,2,Moderate
Madhya Pradesh,Damoh,985.0,5.464676782105344,134483.0,6.394345940348162,55454.0,938.0,74879.0,16.667366561606066,2,Moderate
Punjab,Sangrur,242.0,4.6749267519549775,82470.0,6.904661366633911,29915.0,203.0,37125.0,16.67580458853319,2,Moderate
Punjab,Gurdaspur,684.0,5.166228484059339,119235.0,7.239838943122292,71972.0,558.0,40136.0,16.676554294980626,2,Moderate
Tamil Nadu,Villupuram,918.0,5.928122607579356,121261.0,7.665002864855714,39568.0,915.0,85898.0,16.676802314495205,2,Moderate
Uttar Pradesh,Siddharth Nagar,2738.0,10.0,0.0,0.0,0.0,2586.0,0.0,16.69120873851206,2,Moderate
Rajasthan,Sawai Madhopur,2169.0,7.242137772462018,81422.0,7.868202577505406,45155.0,2083.0,42901.0,16.693081274799315,2,Moderate
Chhattisgarh,Kabeerdham,95.0,5.240972535434306,32517.0,8.080292205487918,27101.0,92.0,16628.0,16.69579560253373,2,Moderate
Odisha,Nuapada,415.0,8.511331932478345,46658.0,7.341441012215013,17892.0,413.0,23036.0,16.70290675107688,2,Moderate
Madhya Pradesh,Mandla,266.0,4.844431754955097,62247.0,6.713622734754523,56981.0,261.0,34924.0,16.70531002939991,2,Moderate
Uttar Pradesh,Hathras,2678.0,6.320769608295536,80404.0,7.062885928350961,60658.0,2596.0,60241.0,16.72634689768677,2,Moderate
Manipur,Thoubal,644.0,6.707058661893167,56043.0,6.281283224224883,59244.0,638.0,32794.0,16.769645349802026,2,Moderate
Karnataka,Bagalkot,984.0,6.922552436620709,77134.0,7.521789347301172,52661.0,900.0,39884.0,16.81041547445611,2,Moderate
Haryana,Rewari,156.0,4.806223285903174,49732.0,7.0246522696156415,44031.0,150.0,24987.0,16.82786884938896,2,Moderate
Odisha,Baleswar,1152.0,6.907370214031449,104674.0,7.686964093894598,43214.0,1148.0,60258.0,16.838096623496167,2,Moderate
Haryana,Mewat,569.0,5.9409813278128265,68325.0,7.402454920960845,66667.0,550.0,38268.0,16.849669653113196,2,Moderate
Jammu And Kashmir,Pulwama,133.0,5.726911249831711,32830.0,7.809529340865748,21486.0,118.0,20582.0,16.85000806305163,2,Moderate
Karnataka,Hassan,161.0,4.487870015677591,47012.0,7.419089235495408,38846.0,142.0,27002.0,16.861599453357055,2,Moderate
Madhya Pradesh,Mandsaur,832.0,6.532649511545327,92460.0,6.336221283765351,54055.0,808.0,46973.0,16.8803695930255,2,Moderate
Gujarat,Bhavnagar,1754.0,5.875832553763673,141152.0,7.229444048458707,57862.0,1309.0,65784.0,16.88468230307492,2,Moderate
Tamil Nadu,Virudhunagar,638.0,5.376410806282748,121294.0,7.813050078842981,57442.0,627.0,59765.0,16.89900002954186,2,Moderate
Manipur,Imphal West,591.0,6.45848527643302,61311.0,7.846092146969876,59350.0,559.0,36009.0,16.903118895630453,2,Moderate
Odisha,Nabarangapur,2057.0,7.469925842125426,90586.0,7.327550004811193,41836.0,1992.0,45252.0,16.91418608306843,2,Moderate
Karnataka,Bidar,960.0,7.442638178419714,79708.0,7.787675013575036,43059.0,896.0,38406.0,16.918420181194477,2,Moderate
Maharashtra,Akola,742.0,5.175269045122843,185085.0,7.439327768450835,62082.0,693.0,53986.0,16.926346625639958,2,Moderate
Punjab,Ferozepur,119.0,4.334652425781862,55330.0,6.907633696577613,28195.0,114.0,24604.0,16.939022458153634,1,Critical Risk
Uttar Pradesh,Amroha,2537.0,5.1105609505407426,92672.0,6.1904938723359795,90302.0,2476.0,64902.0,16.990755143400587,2,Moderate
Madhya Pradesh,Katni,2528.0,6.656171227504996,98452.0,7.89269992659899,56942.0,2410.0,53755.0,17.03198581327281,2,Moderate
Tamil Nadu,Krishnagiri,918.0,5.564406791284546,120803.0,7.817366033597462,61909.0,910.0,73365.0,17.09705904111189,2,Moderate
Uttar Pradesh,Kasganj,3135.0,7.055514739853178,74519.0,8.043145013738584,49707.0,2977.0,51039.0,17.114091117129178,2,Moderate
Chhattisgarh,Jashpur,877.0,6.699955251956985,74603.0,7.822133829776523,71023.0,875.0,30250.0,17.226407831002476,2,Moderate
Uttar Pradesh,Ambedkar Nagar,4146.0,5.625440454519146,87220.0,6.568963961933388,75756.0,4096.0,53320.0,17.265038584195864,2,Moderate
Himachal Pradesh,Sirmaur,74.0,4.8117794167689425,31453.0,6.860216167576864,19418.0,67.0,15275.0,17.276276399043336,2,Moderate
Jammu And Kashmir,Srinagar,405.0,6.191516753065578,72828.0,8.01531200457887,39706.0,270.0,32589.0,17.297044620798765,2,Moderate
Uttar Pradesh,Shrawasti,3301.0,6.815572754717909,56564.0,7.374805538856879,62721.0,3151.0,35921.0,17.3244204538906,2,Moderate
Tamil Nadu,Erode,1053.0,5.697659314157349,147495.0,7.685727498462433,68409.0,1045.0,64193.0,17.348371358108267,2,Moderate
Madhya Pradesh,Betul,1337.0,6.509415758228099,155822.0,7.542942600295737,48246.0,1207.0,69579.0,17.361770209214168,2,Moderate
Telangana,Medak,1386.0,6.6432611653717935,126666.0,8.036916100123586,54969.0,1379.0,66461.0,17.405296977822434,2,Moderate
Rajasthan,Ganganagar,1318.0,6.533529547753521,102528.0,7.918897601043486,69218.0,1276.0,46082.0,17.453729491176208,2,Moderate
Chhattisgarh,Baloda Bazar,595.0,3.091570139801243,140747.0,6.818305838309356,116270.0,562.0,53691.0,17.48567282827342,2,Moderate
Uttar Pradesh,Jhansi,2590.0,6.123822705563916,112005.0,7.040420551434761,71841.0,2519.0,68211.0,17.551844244565512,2,Moderate
Himachal Pradesh,Chamba,71.0,4.360945847510407,33842.0,7.103116443146078,19658.0,64.0,16275.0,17.61109186858976,1,Critical Risk
Uttarakhand,Dehradun,1688.0,5.621204999447162,129280.0,7.499064822197685,82622.0,1554.0,65769.0,17.67469157781578,2,Moderate
Jammu And Kashmir,Kupwara,483.0,7.925726224301559,49757.0,7.63746860102609,45130.0,443.0,24776.0,17.682989636114467,2,Moderate
Madhya Pradesh,Bhind,5484.0,6.335168667550752,83365.0,7.737214081151655,58016.0,4845.0,51439.0,17.870273062758635,2,Moderate
Tamil Nadu,Tiruppur,1114.0,5.213881450859009,148772.0,7.626842093077334,85946.0,1109.0,71207.0,17.922447239534538,2,Moderate
Haryana,Mahendragarh,179.0,7.076263055036847,48832.0,7.889559256904935,28534.0,155.0,20501.0,17.95408137841307,2,Moderate
Karnataka,Dharwad,370.0,5.954518323745534,87821.0,7.491509907637143,55119.0,351.0,41268.0,17.954691127507427,2,Moderate
Rajasthan,Jhunjhunun,1862.0,7.452966654556792,110392.0,7.594905200176702,54652.0,1776.0,48082.0,17.956138394065153,2,Moderate
Haryana,Gurgaon,1444.0,5.058965341419613,70791.0,7.4687764363890325,119213.0,1247.0,35245.0,17.99707681539557,2,Moderate
Uttar Pradesh,Sonbhadra,2036.0,6.481762411970032,103755.0,7.528743865929504,72077.0,2023.0,72009.0,17.998993570458193,2,Moderate
Mizoram,Mamit,30.0,3.770098642967343,10715.0,5.0131830302310645,1809.0,27.0,8827.0,18.00222231535487,1,Critical Risk
Maharashtra,Hingoli,1830.0,5.541806619372687,117064.0,6.49292176905813,96551.0,1457.0,45691.0,18.03214756493516,2,Moderate
Rajasthan,Baran,1735.0,6.754245995604477,80256.0,6.99853077503229,78758.0,1658.0,41044.0,18.033881120656844,2,Moderate
Madhya Pradesh,Ratlam,1555.0,5.726178904114339,134947.0,7.56030825566976,79423.0,1478.0,83610.0,18.12232673249417,2,Moderate
Rajasthan,Sirohi,5232.0,7.555755245138066,70150.0,7.961501053106235,41293.0,4853.0,35757.0,18.205801174511503,2,Moderate
Uttar Pradesh,Etawah,2981.0,7.2652584905170166,79095.0,7.997345011785159,62080.0,2865.0,51467.0,18.216675804619488,2,Moderate
Karnataka,Raichur,2160.0,7.821584124337089,110877.0,7.735667259419771,48164.0,2056.0,53880.0,18.241297622982337,2,Moderate
Maharashtra,Nandurbar,2867.0,7.294829931880551,199747.0,7.695046190935526,41044.0,2630.0,67146.0,18.24201951855683,2,Moderate
Karnataka,Mandya,193.0,4.766610591212461,65779.0,7.508151474005138,40261.0,150.0,31387.0,18.277531004910337,2,Moderate
Rajasthan,Tonk,1717.0,7.889829623402966,79923.0,7.833958739029176,56628.0,1656.0,41737.0,18.292205340513487,2,Moderate
Punjab,Mansa,126.0,5.602995664958681,59039.0,7.717801091108135,23555.0,107.0,22379.0,18.33042623649321,2,Moderate
Maharashtra,Washim,345.0,5.18473164027334,138620.0,7.810827348718764,53874.0,300.0,44911.0,18.37608662477229,2,Moderate
West Bengal,Cooch Behar,3466.0,5.028372690188203,45164.0,6.47064302612028,122859.0,3220.0,20061.0,18.378912055103722,2,Moderate
Madhya Pradesh,Rajgarh,1629.0,7.4140006397744775,165229.0,7.25819100474499,42280.0,1594.0,83066.0,18.39325803868998,2,Moderate
Rajasthan,Hanumangarh,1312.0,6.9031017567954285,96633.0,7.731327621839353,77237.0,1271.0,43250.0,18.395546890058885,2,Moderate
Telangana,Medchal?malkajgiri,1.0,0.18373434100961863,856.0,7.102326618771454,350.0,1.0,490.0,18.45539601566465,1,Critical Risk
Tamil Nadu,Tiruchirappalli,1536.0,6.1240595341396125,193570.0,7.661597969791968,73681.0,1531.0,71253.0,18.517700529590865,2,Moderate
